trace_id,experiment_id,request_id,layer,kv_head,sequence_tokens,kept_tokens,removed_tokens,retention_ratio,cold_retention_ratio,score_mean,score_std,margin_abs_mean,near_threshold_0_10_fraction,near_threshold_0_25_fraction
kvzap-predictor-trace-20260817T085505Z::builtin_retrieval_trace,kvzap-predictor-trace-20260817T085505Z,builtin_retrieval_trace,5,3,905,641,264,0.7082872928176795,0.6602316602316602,-3.709733247756958,1.509175419807434,1.2432363033294678,0.041988950276243095,0.1281767955801105
kvzap-predictor-trace-20260817T085505Z::builtin_retrieval_trace,kvzap-predictor-trace-20260817T085505Z,builtin_retrieval_trace,5,4,905,131,774,0.14475138121546963,0.003861003861003861,-6.013881206512451,0.5444660782814026,2.019129753112793,0.0,0.0011049723756906078
kvzap-predictor-trace-20260817T085505Z::builtin_retrieval_trace,kvzap-predictor-trace-20260817T085505Z,builtin_retrieval_trace,5,5,905,132,773,0.14585635359116023,0.005148005148005148,-5.618560314178467,0.6916490197181702,1.6203211545944214,0.0022099447513812156,0.004419889502762431
kvzap-predictor-trace-20260817T085505Z::builtin_retrieval_trace,kvzap-predictor-trace-20260817T085505Z,builtin_retrieval_trace,5,6,905,136,769,0.15027624309392265,0.010296010296010296,-6.610376358032227,0.8686445951461792,2.6129660606384277,0.009944751381215469,0.015469613259668509
kvzap-predictor-trace-20260817T085505Z::builtin_retrieval_trace,kvzap-predictor-trace-20260817T085505Z,builtin_retrieval_trace,5,7,905,132,773,0.14585635359116023,0.005148005148005148,-7.475621700286865,1.070399284362793,3.478591203689575,0.0,0.0033149171270718232
kvzap-predictor-trace-20260817T085505Z::builtin_retrieval_trace,kvzap-predictor-trace-20260817T085505Z,builtin_retrieval_trace,6,0,905,130,775,0.143646408839779,0.002574002574002574,-6.415630340576172,0.539678156375885,2.4252536296844482,0.0011049723756906078,0.0022099447513812156
kvzap-predictor-trace-20260817T085505Z::builtin_retrieval_trace,kvzap-predictor-trace-20260817T085505Z,builtin_retrieval_trace,6,1,905,149,756,0.16464088397790055,0.02702702702702703,-6.217938423156738,1.0400748252868652,2.275846004486084,0.0055248618784530384,0.019889502762430938
kvzap-predictor-trace-20260817T085505Z::builtin_retrieval_trace,kvzap-predictor-trace-20260817T085505Z,builtin_retrieval_trace,6,2,905,170,735,0.1878453038674033,0.05405405405405406,-5.811904430389404,0.9973465800285339,1.9056371450424194,0.009944751381215469,0.023204419889502764
kvzap-predictor-trace-20260817T085505Z::builtin_retrieval_trace,kvzap-predictor-trace-20260817T085505Z,builtin_retrieval_trace,6,3,905,212,693,0.23425414364640884,0.10810810810810811,-5.069002628326416,0.9640924334526062,1.1413565874099731,0.057458563535911604,0.13038674033149172
kvzap-predictor-trace-20260817T085505Z::builtin_retrieval_trace,kvzap-predictor-trace-20260817T085505Z,builtin_retrieval_trace,6,4,905,161,744,0.17790055248618786,0.04247104247104247,-5.9349446296691895,0.9323971271514893,2.0180249214172363,0.0,0.0066298342541436465
kvzap-predictor-trace-20260817T085505Z::builtin_retrieval_trace,kvzap-predictor-trace-20260817T085505Z,builtin_retrieval_trace,6,5,905,129,776,0.1425414364640884,0.001287001287001287,-6.9489641189575195,0.6145010590553284,2.9614641666412354,0.0,0.0011049723756906078
kvzap-predictor-trace-20260817T085505Z::builtin_retrieval_trace,kvzap-predictor-trace-20260817T085505Z,builtin_retrieval_trace,6,6,905,150,755,0.16574585635359115,0.028314028314028315,-6.1313796043396,0.9870433211326599,2.168689489364624,0.012154696132596685,0.017679558011049725
kvzap-predictor-trace-20260817T085505Z::builtin_retrieval_trace,kvzap-predictor-trace-20260817T085505Z,builtin_retrieval_trace,6,7,905,189,716,0.20883977900552486,0.07850707850707851,-5.1054301261901855,0.8432433009147644,1.2034099102020264,0.03867403314917127,0.09281767955801105
kvzap-predictor-trace-20260817T085505Z::builtin_retrieval_trace,kvzap-predictor-trace-20260817T085505Z,builtin_retrieval_trace,7,0,905,144,761,0.1591160220994475,0.02059202059202059,-6.38601541519165,0.8283014297485352,2.4074931144714355,0.0055248618784530384,0.012154696132596685
kvzap-predictor-trace-20260817T085505Z::builtin_retrieval_trace,kvzap-predictor-trace-20260817T085505Z,builtin_retrieval_trace,7,1,905,905,0,1.0,1.0,-2.136537551879883,0.5864602327346802,1.8634625673294067,0.0,0.0
kvzap-predictor-trace-20260817T085505Z::builtin_retrieval_trace,kvzap-predictor-trace-20260817T085505Z,builtin_retrieval_trace,7,2,905,131,774,0.14475138121546963,0.003861003861003861,-7.524240493774414,0.9854808449745178,3.5263121128082275,0.0,0.0022099447513812156
kvzap-predictor-trace-20260817T085505Z::builtin_retrieval_trace,kvzap-predictor-trace-20260817T085505Z,builtin_retrieval_trace,7,3,905,128,777,0.1414364640883978,0.0,-7.571477890014648,0.6070020198822021,3.5714778900146484,0.0,0.0
kvzap-predictor-trace-20260817T085505Z::builtin_retrieval_trace,kvzap-predictor-trace-20260817T085505Z,builtin_retrieval_trace,7,4,905,128,777,0.1414364640883978,0.0,-7.9187846183776855,0.7952423691749573,3.9187846183776855,0.0011049723756906078,0.0011049723756906078
kvzap-predictor-trace-20260817T085505Z::builtin_retrieval_trace,kvzap-predictor-trace-20260817T085505Z,builtin_retrieval_trace,7,5,905,770,135,0.850828729281768,0.8262548262548263,-3.1703944206237793,0.9465295672416687,1.02870774269104,0.05082872928176796,0.13259668508287292
kvzap-predictor-trace-20260817T085505Z::builtin_retrieval_trace,kvzap-predictor-trace-20260817T085505Z,builtin_retrieval_trace,7,6,905,129,776,0.1425414364640884,0.001287001287001287,-6.964330196380615,0.6939005851745605,2.966263771057129,0.0,0.0
kvzap-predictor-trace-20260817T085505Z::builtin_retrieval_trace,kvzap-predictor-trace-20260817T085505Z,builtin_retrieval_trace,7,7,905,129,776,0.1425414364640884,0.001287001287001287,-7.273808479309082,0.5815044045448303,3.2746028900146484,0.0,0.0
kvzap-predictor-trace-20260817T085505Z::builtin_retrieval_trace,kvzap-predictor-trace-20260817T085505Z,builtin_retrieval_trace,8,0,905,176,729,0.19447513812154696,0.06177606177606178,-6.424853324890137,1.309523105621338,2.51637601852417,0.009944751381215469,0.02430939226519337
kvzap-predictor-trace-20260817T085505Z::builtin_retrieval_trace,kvzap-predictor-trace-20260817T085505Z,builtin_retrieval_trace,8,1,905,252,653,0.27845303867403315,0.15958815958815958,-5.444716930389404,1.2928006649017334,1.617645025253296,0.032044198895027624,0.07624309392265194
kvzap-predictor-trace-20260817T085505Z::builtin_retrieval_trace,kvzap-predictor-trace-20260817T085505Z,builtin_retrieval_trace,8,2,905,129,776,0.1425414364640884,0.001287001287001287,-8.247600555419922,0.8609961867332458,4.254195213317871,0.0,0.0
kvzap-predictor-trace-20260817T085505Z::builtin_retrieval_trace,kvzap-predictor-trace-20260817T085505Z,builtin_retrieval_trace,8,3,905,130,775,0.143646408839779,0.002574002574002574,-7.2565436363220215,0.9123819470405579,3.2635531425476074,0.0033149171270718232,0.004419889502762431
kvzap-predictor-trace-20260817T085505Z::builtin_retrieval_trace,kvzap-predictor-trace-20260817T085505Z,builtin_retrieval_trace,8,4,905,396,509,0.4375690607734807,0.34491634491634493,-4.537985801696777,1.474807858467102,1.2931607961654663,0.04640883977900553,0.13149171270718232
kvzap-predictor-trace-20260817T085505Z::builtin_retrieval_trace,kvzap-predictor-trace-20260817T085505Z,builtin_retrieval_trace,8,5,905,178,727,0.19668508287292819,0.06435006435006435,-5.540692329406738,0.9599729776382446,1.604473352432251,0.030939226519337018,0.06298342541436464
